Date,Time,Site,Depth (cm),Instrument Used,Dissolved Oxygen (mg/L),Dissolved Oxygen (%),Conductivity-specific (mS/cm),Salinity (ppt),Temperature (C),Pressure (mmHg),pH,Turbidity (cm),Comments
03/02/2020,10:55,PIER,300,YSI Pro2030,0.2,3.0,69.2,58.7,16.1,761.1,,,
03/09/2020,11:00,PIER,10,YSI Pro2030,4.0,43.0,7.38,4.8,17.3,766.4,7.79,130.0,Staff Gauge = 8.9
03/09/2020,11:00,PIER,50,YSI Pro2030,3.8,40.0,6.92,4.5,17.3,766.4,,,
03/09/2020,11:00,PIER,100,YSI Pro2030,4.1,43.0,6.84,4.5,16.7,766.4,,,
03/09/2020,11:00,PIER,150,YSI Pro2030,0.4,5.0,22.69,16.5,17.0,766.4,,,
03/09/2020,11:00,PIER,200,YSI Pro2030,0.2,2.0,40.6,39.7,16.3,766.5,,,
03/09/2020,11:00,PIER,250,YSI Pro2030,0.1,1.0,53.6,43.6,16.2,766.4,,,
03/09/2020,11:00,PIER,300,YSI Pro2030,0.1,1.0,55.2,45.1,16.2,766.4,,,
03/09/2020,11:00,PIER,350,YSI Pro2030,0.1,1.0,56.3,46.0,16.2,766.5,,,
03/10/2020,10:08,MO1,0,YSI Pro2030,6.8,71.0,7.35,5.0,16.7,762.9,7.84,,
03/10/2020,10:08,MO1,20,YSI Pro2030,6.2,66.0,7.16,4.8,16.7,763.0,,,
03/10/2020,10:25,PIER,10,YSI Pro2030,5.4,57.0,5.55,3.6,17.2,763.2,7.98,100.0,Staff Gauge = 8.8
03/10/2020,10:25,PIER,50,YSI Pro2030,4.5,48.0,5.52,3.6,17.2,763.1,,,
03/10/2020,10:25,PIER,100,YSI Pro2030,4.4,46.0,5.5,3.6,17.2,763.0,,,
03/10/2020,10:25,PIER,150,YSI Pro2030,0.4,4.0,18.2,13.0,17.0,762.9,,,
03/10/2020,10:25,PIER,200,YSI Pro2030,0.1,1.0,48.9,39.4,16.4,762.9,,,
03/10/2020,10:25,PIER,250,YSI Pro2030,0.1,1.0,55.5,44.5,16.2,763.1,,,
03/10/2020,10:25,PIER,300,YSI Pro2030,0.1,1.0,65.5,55.0,16.2,763.0,,,
03/10/2020,10:45,CUL1,0,YSI Pro2030,3.7,39.0,7.19,4.8,17.0,763.2,7.63,,
03/10/2020,10:45,CUL1,40,YSI Pro2030,1.5,16.0,7.14,4.7,16.9,763.1,,,
03/10/2020,10:54,VBR1,10,YSI Pro2030,5.7,61.0,6.88,4.5,17.3,763.2,7.96,90.0,
03/10/2020,10:54,VBR1,160,YSI Pro2030,0.6,7.0,26.05,18.5,17.2,763.3,,,
03/11/2020,10:59,PIER,10,YSI Pro2030,4.7,51.0,6.72,4.3,17.5,764.8,7.95,90.0,Staff Gauge = 9.3
03/11/2020,10:59,PIER,50,YSI Pro2030,4.8,51.0,6.34,4.1,17.2,764.6,,,
03/11/2020,10:59,PIER,100,YSI Pro2030,4.0,43.0,6.11,4.0,17.3,764.5,,,
03/11/2020,10:59,PIER,150,YSI Pro2030,0.5,5.0,6.21,4.0,17.2,764.4,,,
03/11/2020,10:59,PIER,200,YSI Pro2030,0.5,5.0,40.27,31.4,16.6,764.4,,,
03/11/2020,10:59,PIER,250,YSI Pro2030,0.4,4.0,44.68,35.4,16.2,763.7,,,
03/11/2020,10:59,PIER,300,YSI Pro2030,0.4,5.0,48.92,39.3,16.2,763.5,,,
03/11/2020,10:59,PIER,350,YSI Pro2030,0.4,5.0,50.4,40.7,16.2,763.3,,,
02/11/2021,10:19,MO1,Bottom,YSI Pro2030,11.5,111.0,30.06,24.4,13.6,770.6,,,
02/11/2021,10:19,MO1,Surface,YSI Pro2030,11.5,111.0,30.16,24.5,13.6,770.6,,,
02/11/2021,10:52,PIER,10,YSI Pro2030,10.4,118.0,32.5,26.4,13.9,769.5,,,secchi disk hit bottom and still visible
02/11/2021,10:52,PIER,50,YSI Pro2030,10.4,119.0,32.68,26.5,14.0,769.3,,,
02/11/2021,10:52,PIER,100,YSI Pro2030,10.6,121.0,32.92,26.7,14.0,769.5,,,
02/11/2021,10:52,PIER,150,YSI Pro2030,10.5,120.0,33.15,26.9,14.0,769.3,,,
02/11/2021,10:52,PIER,200,YSI Pro2030,10.5,121.0,33.52,27.2,14.1,768.4,,,
02/11/2021,11:24,CUL1,Bottom,YSI Pro2030,15.2,174.0,34.38,28.4,13.5,769.1,,,
02/11/2021,11:24,CUL1,Surface,YSI Pro2030,11.7,136.0,35.23,28.5,14.8,769.0,,,
02/11/2021,11:36,VBR1,Surface,YSI Pro2030,10.6,,35.34,28.3,14.9,768.8,,,
02/11/2021,11:36,VBR1,Bottom,YSI Pro2030,10.4,123.0,35.68,28.5,15.0,768.6,,,
02/14/2021,11:08,PIER,10,YSI Pro2030,9.8,108.0,29.85,24.6,13.0,767.2,,180.0,total water depth 265cm measured with secchi disk
02/14/2021,11:08,PIER,50,YSI Pro2030,9.7,107.0,30.17,24.9,13.1,767.5,,,
02/14/2021,11:08,PIER,100,YSI Pro2030,9.5,106.0,31.14,25.7,13.1,767.2,,,
02/14/2021,11:08,PIER,150,YSI Pro2030,8.4,95.0,32.07,26.4,13.3,767.2,,,
02/14/2021,11:08,PIER,200,YSI Pro2030,6.5,72.0,32.02,27.2,12.3,767.6,,,
02/18/2021,10:11,MO1,Bottom,YSI Pro2030,10.6,101.0,30.26,25.1,12.8,777.9,,,Sensor malfuntioning so DO and %DO for MO1 Bottom may be incorrect
02/18/2021,10:11,MO1,Surface,YSI Pro2030,10.6,101.0,30.18,25.1,12.8,777.9,,,
02/18/2021,10:39,PIER,10,YSI Pro2030,8.2,93.0,32.63,27.2,13.0,775.8,,140.0,no new pH sensor in yet
02/18/2021,10:39,PIER,50,YSI Pro2030,8.2,93.0,32.68,27.2,13.0,776.5,,,
02/18/2021,10:39,PIER,100,YSI Pro2030,8.1,91.0,32.77,27.5,12.7,776.9,,,
02/18/2021,10:39,PIER,150,YSI Pro2030,7.9,87.0,,27.8,12.0,777.1,,,
02/18/2021,10:39,PIER,200,YSI Pro2030,1.5,17.0,33.46,28.4,12.4,777.0,,,
02/18/2021,11:11,CUL1,Bottom,YSI Pro2030,8.2,98.0,,23.4,17.4,777.1,,,Winds causing lots of fluctuations
02/18/2021,11:11,CUL1,Surface,YSI Pro2030,10.5,102.0,22.51,17.7,13.8,776.4,,,
02/18/2021,11:32,VBR1,Bottom,YSI Pro2030,7.4,85.0,34.97,30.0,12.2,776.7,,,
02/18/2021,11:32,VBR1,Surface,YSI Pro2030,8.4,98.0,35.45,29.1,13.9,775.8,,,
02/20/2021,11:06,PIER,10,YSI Pro2030,7.8,,35.51,29.0,14.2,770.4,,95.0,
02/20/2021,11:06,PIER,50,YSI Pro2030,7.7,90.0,35.47,28.9,14.2,770.9,,,
02/20/2021,11:06,PIER,100,YSI Pro2030,7.5,87.0,35.89,29.3,14.2,771.3,,,
02/20/2021,11:06,PIER,150,YSI Pro2030,6.0,70.0,36.11,29.8,13.8,771.6,,,
02/20/2021,11:06,PIER,200,YSI Pro2030,0.2,2.0,36.87,30.2,14.1,771.6,,,
02/25/2021,10:10,MO1,Bottom,YSI Pro2030,7.0,80.0,33.48,27.5,13.7,773.2,8.13,,
02/25/2021,10:10,MO1,Surface,YSI Pro2030,8.3,96.0,34.53,28.3,13.9,773.3,,,
02/25/2021,10:49,PIER,10,YSI Pro2030,6.5,76.0,36.36,29.7,14.2,770.7,8.08,120.0,
02/25/2021,10:49,PIER,50,YSI Pro2030,6.4,75.0,36.32,29.7,14.1,771.2,,,
02/25/2021,10:49,PIER,100,YSI Pro2030,7.1,84.0,36.8,29.8,14.4,772.0,,,
02/25/2021,10:49,PIER,150,YSI Pro2030,4.8,58.0,38.69,31.1,15.1,772.6,,,
02/25/2021,10:49,PIER,200,YSI Pro2030,0.1,1.0,40.06,32.3,15.1,772.9,,,
02/25/2021,10:49,PIER,250,YSI Pro2030,0.0,0.0,42.66,34.5,15.0,773.3,,,
02/25/2021,11:43,CUL1,Bottom,YSI Pro2030,9.2,111.0,25.06,17.4,19.2,772.2,7.77,,CUL1 only about 25-30 cm deep total
02/25/2021,11:43,CUL1,Surface,YSI Pro2030,10.4,117.0,20.69,15.0,16.6,772.3,,,
02/25/2021,12:01,VBR1,Bottom,YSI Pro2030,7.3,86.0,40.07,33.7,13.5,770.2,8.27,,pH taken on left hand side of bridge facing the ocean
02/25/2021,12:01,VBR1,Surface,YSI Pro2030,7.7,96.0,42.26,32.9,16.8,769.9,8.23,130.0,
02/27/2021,11:14,PIER,10,YSI Pro2030,6.8,81.0,35.81,28.6,15.0,767.2,,,
02/27/2021,11:14,PIER,50,YSI Pro2030,6.7,79.0,35.87,28.7,15.0,766.4,,,
02/27/2021,11:14,PIER,100,YSI Pro2030,6.9,82.0,36.27,28.9,15.2,766.1,,,
02/27/2021,11:14,PIER,150,YSI Pro2030,4.3,52.0,,29.3,15.2,765.7,,,
02/27/2021,11:14,PIER,200,YSI Pro2030,0.3,4.0,39.36,30.7,15.9,765.3,,,
02/27/2021,11:14,PIER,250,YSI Pro2030,0.2,2.0,,34.2,15.5,765.2,,,"was measuring for 15 minutes and never stopped rising, so 42.99+ value"
03/04/2021,10:04,MO1,Bottom,YSI Pro2030,7.7,84.0,33.66,21.1,13.4,776.2,8.39,,
03/04/2021,10:04,MO1,Surface,YSI Pro2030,7.4,85.0,49.3,32.2,13.3,776.0,,,
03/04/2021,10:30,PIER,10,YSI Pro2030,8.1,95.0,49.7,32.4,13.7,772.3,8.45,120.0,
03/04/2021,10:30,PIER,50,YSI Pro2030,8.4,98.0,50.2,32.8,12.8,771.9,,,
03/04/2021,10:30,PIER,100,YSI Pro2030,9.0,103.0,50.0,32.7,12.3,771.6,,,
03/04/2021,10:30,PIER,150,YSI Pro2030,9.0,102.0,50.1,32.7,11.8,771.3,,,
03/04/2021,10:30,PIER,200,YSI Pro2030,8.9,101.0,0.4,32.9,11.4,771.0,,,
03/04/2021,10:30,PIER,250,YSI Pro2030,0.2,3.0,53.6,35.4,14.7,770.9,,,
03/04/2021,11:03,CUL1,Bottom,YSI Pro2030,17.9,196.0,25.17,15.4,15.3,772.3,8.23,,lots of small fish stuck in CUL1 puzzle --> too shallow for 2 measurements
03/04/2021,11:17,VBR1,Bottom,YSI Pro2030,11.4,136.0,53.1,35.0,13.3,773.3,8.77,,
03/04/2021,11:17,VBR1,Surface,YSI Pro2030,10.7,129.0,52.8,34.8,14.1,773.5,,,
03/06/2021,11:12,PIER,10,YSI Pro2030,7.7,94.0,46.1,29.9,15.8,768.4,8.47,120.0,
03/06/2021,11:12,PIER,50,YSI Pro2030,7.6,92.0,46.2,30.0,15.7,768.4,,,
03/06/2021,11:12,PIER,100,YSI Pro2030,7.6,91.0,46.6,30.3,15.5,768.4,,,
03/06/2021,11:12,PIER,150,YSI Pro2030,7.9,95.0,47.1,30.7,15.4,768.4,,,
03/06/2021,11:12,PIER,200,YSI Pro2030,6.7,80.0,47.9,31.2,14.8,768.4,,,
03/06/2021,11:12,PIER,250,YSI Pro2030,0.3,4.0,51.2,33.7,15.0,768.2,,,
03/11/2021,10:11,MO1,Bottom,YSI Pro2030,5.8,72.0,42.24,27.2,13.5,772.3,8.2,,
03/11/2021,10:11,MO1,Surface,YSI Pro2030,6.6,67.0,19.35,11.5,13.0,772.2,,,
03/11/2021,10:41,PIER,10,YSI Pro2030,9.2,96.0,,,14.3,770.6,8.0,60.0,
03/11/2021,10:41,PIER,50,YSI Pro2030,7.3,91.0,46.6,30.3,17.0,770.8,,,
03/11/2021,10:41,PIER,100,YSI Pro2030,6.4,78.0,47.9,31.1,16.4,770.8,,,
03/11/2021,10:41,PIER,150,YSI Pro2030,5.7,70.0,48.93,32.0,15.6,770.9,,,
03/11/2021,10:41,PIER,200,YSI Pro2030,2.1,25.0,49.4,32.3,15.4,771.0,,,
03/11/2021,10:41,PIER,250,YSI Pro2030,0.5,6.0,49.7,32.6,15.3,771.1,7.9,,
03/11/2021,11:19,CUL1,Bottom,YSI Pro2030,8.0,100.0,45.76,29.6,17.2,770.5,,,
03/11/2021,11:19,CUL1,Surface,YSI Pro2030,3.8,44.0,28.1,17.4,17.0,770.2,,,
03/11/2021,11:30,VBR1,Bottom,YSI Pro2030,6.0,75.0,51.1,33.6,16.6,769.1,,,
03/11/2021,11:30,VBR1,Surface,YSI Pro2030,8.7,98.0,16.35,9.6,18.5,769.0,,,
03/13/2021,11:04,PIER,10,YSI Pro2030,8.4,90.0,25.18,15.3,14.3,775.8,8.54,65.0,
03/13/2021,11:04,PIER,50,YSI Pro2030,5.1,60.0,,21.7,16.9,773.6,,,
03/13/2021,11:04,PIER,100,YSI Pro2030,4.4,59.0,47.0,30.7,18.9,771.8,,,
03/13/2021,11:04,PIER,150,YSI Pro2030,3.0,37.0,49.3,32.3,16.5,771.5,,,
03/13/2021,11:04,PIER,200,YSI Pro2030,0.3,4.0,49.9,32.7,15.9,771.3,,,
03/13/2021,11:04,PIER,250,YSI Pro2030,0.2,3.0,50.3,33.0,15.7,771.3,,,
03/18/2021,10:09,MO1,Bottom,YSI Pro2030,9.9,110.0,28.97,17.9,15.2,773.2,8.86,,
03/18/2021,10:09,MO1,Surface,YSI Pro2030,9.5,107.0,30.98,19.3,1.3,773.2,,,
03/18/2021,10:37,PIER,10,YSI Pro2030,9.8,110.0,31.38,19.6,15.4,773.3,8.94,70.0,
03/18/2021,10:37,PIER,50,YSI Pro2030,10.6,121.0,32.44,20.3,16.5,773.5,,,
03/18/2021,10:37,PIER,100,YSI Pro2030,3.8,48.0,42.69,27.5,19.3,773.6,,,
03/18/2021,10:37,PIER,150,YSI Pro2030,1.8,23.0,46.36,30.2,19.0,773.6,,,
03/18/2021,10:37,PIER,200,YSI Pro2030,0.2,3.0,47.45,30.9,17.9,772.9,,,
03/18/2021,10:37,PIER,250,YSI Pro2030,0.2,2.0,48.81,31.9,16.5,772.4,,,
03/18/2021,11:05,CUL1,Bottom,YSI Pro2030,7.6,96.0,39.03,24.9,19.7,771.2,9.03,,
03/18/2021,11:05,CUL1,Surface,YSI Pro2030,5.6,63.0,34.24,21.5,14.7,771.4,,,
03/18/2021,11:19,VBR1,90,YSI Pro2030,4.2,54.0,42.54,27.4,20.1,771.0,9.11,,
03/18/2021,11:19,VBR1,50,YSI Pro2030,9.3,115.0,36.19,22.9,19.0,770.9,,,
03/18/2021,11:19,VBR1,10,YSI Pro2030,9.8,116.0,33.9,21.3,17.7,770.9,,,
03/20/2021,10:11,PIER,10,YSI Pro2030,8.1,95.0,32.35,20.3,16.9,773.7,8.96,50.0,turbidity taken while area shaded (usually sunny) so may affect values
03/20/2021,10:11,PIER,50,YSI Pro2030,8.1,90.0,32.17,20.1,14.7,773.2,,,
03/20/2021,10:11,PIER,100,YSI Pro2030,2.6,33.0,39.36,25.1,20.4,772.9,,,
03/20/2021,10:11,PIER,150,YSI Pro2030,1.6,21.0,43.87,28.4,19.6,772.5,,,
03/20/2021,10:11,PIER,200,YSI Pro2030,0.2,3.0,45.39,29.5,18.2,772.6,,,
03/20/2021,10:11,PIER,250,YSI Pro2030,0.1,1.0,46.51,30.2,16.9,772.6,,,
04/08/2021,9:40,PIER,-,YSI Pro2030,,,,,,,,40.0,no YSI sensor
04/10/2021,11:00,MO1,-,YSI Pro2030,,,,,,,9.16,,
04/10/2021,11:35,PIER,-,YSI Pro2030,,,,,,,9.11,40.0,
04/10/2021,11:43,CUL1,-,YSI Pro2030,,,,,,,9.21,,
04/10/2021,11:47,VBR1,-,YSI Pro2030,,,,,,,9.82,,
04/15/2021,9:40,MO1,-,YSI Pro2030,,,,,,,9.03,,
04/15/2021,9:58,PIER,-,YSI Pro2030,,,,,,,8.99,50.0,
04/15/2021,10:08,CUL1,-,YSI Pro2030,,,,,,,9.36,,
04/15/2021,10:13,VBR1,-,YSI Pro2030,,,,,,,9.73,,"edges of slough thick with algae, makes measuring pH hard"
04/22/2021,9:45,MO1,Bottom,YSI Pro2030,8.96,116.6,47.37,30.9,19.3,763.4,9.46,,
04/22/2021,9:45,MO1,Surface,YSI Pro2030,9.47,123.3,47.4,30.9,19.3,763.3,,,
04/22/2021,10:16,PIER,10,YSI Pro2030,9.11,123.9,49.8,32.8,21.0,762.8,9.57,,
04/22/2021,10:16,PIER,50,YSI Pro2030,8.81,120.1,50.3,33.0,21.1,762.9,,,
04/22/2021,10:16,PIER,100,YSI Pro2030,,,51.0,33.5,20.9,763.3,,,
04/22/2021,10:16,PIER,150,YSI Pro2030,7.57,101.9,51.0,33.6,20.2,763.6,,,
04/22/2021,10:16,PIER,200,YSI Pro2030,3.58,48.6,51.5,33.9,20.5,763.6,,,
04/22/2021,10:16,PIER,250,YSI Pro2030,0.0,0.0,56.5,37.6,18.3,763.8,,,
04/22/2021,10:47,CUL1,Surface,YSI Pro2030,8.79,114.8,50.6,33.3,18.7,764.4,9.22,,
04/22/2021,10:59,VBR1,Bottom,YSI Pro2030,5.78,79.0,52.7,34.8,20.7,762.2,10.16,,
04/22/2021,10:59,VBR1,Surface,YSI Pro2030,8.07,110.6,52.8,34.9,20.8,762.2,,,
04/25/2021,10:47,PIER,10,YSI Pro2030,10.36,138.0,47.44,30.9,20.5,763.6,9.86,45.0,
04/25/2021,10:47,PIER,50,YSI Pro2030,9.91,132.2,47.9,31.3,20.4,762.8,,,
04/25/2021,10:47,PIER,100,YSI Pro2030,9.61,127.7,48.4,31.7,20.1,762.9,,,
04/25/2021,10:47,PIER,150,YSI Pro2030,,,48.7,31.8,19.9,763.0,,,
04/25/2021,10:47,PIER,200,YSI Pro2030,4.16,55.2,49.5,32.5,19.8,763.1,,,
04/25/2021,10:47,PIER,250,YSI Pro2030,0.0,0.0,55.0,36.5,18.8,763.2,,,
04/29/2021,9:42,MO1,Bottom,YSI Pro2030,7.41,90.6,34.92,22.0,18.8,766.9,9.56,,
04/29/2021,9:42,MO1,Surface,YSI Pro2030,8.61,108.4,35.55,22.7,19.1,766.9,,,
04/29/2021,10:16,PIER,10,YSI Pro2030,10.59,137.1,40.03,25.6,20.7,766.3,9.73,40.0,
04/29/2021,10:16,PIER,50,YSI Pro2030,10.01,128.5,40.31,25.8,20.1,766.3,,,
04/29/2021,10:16,PIER,100,YSI Pro2030,7.67,98.1,40.44,25.9,19.9,766.6,,,
04/29/2021,10:16,PIER,150,YSI Pro2030,6.27,80.0,41.14,26.4,19.6,767.2,,,
04/29/2021,10:16,PIER,200,YSI Pro2030,5.45,70.2,41.29,26.5,20.0,767.8,,,
04/29/2021,10:16,PIER,250,YSI Pro2030,0.01,0.1,50.0,32.8,18.7,767.9,,,
04/29/2021,10:47,CUL1,Surface,YSI Pro2030,5.17,66.5,51.3,33.8,17.7,767.0,9.37,,
04/29/2021,11:00,VBR1,Bottom,YSI Pro2030,6.95,96.8,52.9,34.9,21.7,766.1,10.03,,
04/29/2021,11:00,VBR1,Surface,YSI Pro2030,8.91,121.9,51.3,33.8,21.1,766.0,,,
05/01/2021,10:40,PIER,10,YSI Pro2030,10.09,135.5,41.32,26.5,22.4,761.9,9.96,35.0,
05/01/2021,10:40,PIER,50,YSI Pro2030,9.95,133.2,41.15,26.4,22.3,763.4,,,
05/01/2021,10:40,PIER,100,YSI Pro2030,10.03,133.8,41.29,26.5,22.0,763.6,,,
05/01/2021,10:40,PIER,150,YSI Pro2030,4.47,60.2,42.49,27.3,22.2,763.8,,,
05/01/2021,10:40,PIER,200,YSI Pro2030,0.28,3.7,4.98,27.7,21.0,763.6,,,
05/01/2021,10:40,PIER,250,YSI Pro2030,0.05,0.6,51.3,33.8,19.1,763.5,,,
05/04/2021,10:42,PIER,10,YSI Pro2030,9.02,125.7,47.21,30.7,23.0,762.5,9.97,30.0,
05/04/2021,10:42,PIER,50,YSI Pro2030,9.05,124.9,46.9,30.5,22.6,761.8,,,
05/04/2021,10:42,PIER,100,YSI Pro2030,7.98,108.5,46.5,30.2,21.8,761.3,,,
05/04/2021,10:42,PIER,150,YSI Pro2030,5.44,74.2,47.1,30.7,21.9,761.2,,,
05/04/2021,10:42,PIER,200,YSI Pro2030,1.32,18.3,47.6,31.1,22.0,761.4,,,
05/04/2021,10:42,PIER,250,YSI Pro2030,0.06,0.8,52.9,34.9,19.7,761.1,,,
05/06/2021,9:32,MO1,Bottom,YSI Pro2030,5.63,75.1,52.8,34.9,19.2,766.6,9.56,,
05/06/2021,9:32,MO1,Surface,YSI Pro2030,5.8,76.8,51.4,33.8,19.2,766.6,,,
05/06/2021,10:05,PIER,10,YSI Pro2030,6.59,90.0,49.8,32.6,21.3,766.4,9.9,40.0,
05/06/2021,10:05,PIER,50,YSI Pro2030,6.12,83.8,50.3,33.0,21.3,766.3,,,
05/06/2021,10:05,PIER,100,YSI Pro2030,5.04,70.0,51.0,33.5,21.9,766.2,,,
05/06/2021,10:05,PIER,150,YSI Pro2030,3.66,51.2,51.5,33.9,22.3,766.5,,,
05/06/2021,10:05,PIER,200,YSI Pro2030,2.04,28.6,52.5,34.6,22.0,766.4,,,
05/06/2021,10:32,CUL1,Surface,YSI Pro2030,2.68,35.8,53.5,35.4,19.2,766.2,9.36,,
05/06/2021,10:45,VBR1,Bottom,YSI Pro2030,5.52,79.0,56.6,37.7,22.3,766.1,9.96,,
05/06/2021,10:45,VBR1,Surface,YSI Pro2030,6.19,86.7,56.3,37.5,21.1,765.9,,,
05/09/2021,10:54,PIER,10,YSI Pro2030,9.08,124.7,51.1,33.6,21.3,762.8,10.12,30.0,
05/09/2021,10:54,PIER,50,YSI Pro2030,8.98,122.7,50.2,33.0,21.3,762.7,,,
05/09/2021,10:54,PIER,100,YSI Pro2030,8.09,110.0,49.5,32.4,21.1,762.7,,,
05/09/2021,10:54,PIER,150,YSI Pro2030,4.42,59.6,49.2,32.2,20.7,762.6,,,
05/09/2021,10:54,PIER,200,YSI Pro2030,2.26,30.7,49.6,32.5,20.9,762.8,,,
5/11/2021,10:43,PIER,10,YSI Pro2030,9.11,122.7,49.4,32.3,20.7,764.5,10.09,38.0,
5/11/2021,10:43,PIER,50,YSI Pro2030,9.14,122.7,48.8,32.0,20.6,764.6,,,
5/11/2021,10:43,PIER,100,YSI Pro2030,7.07,94.6,48.4,31.6,20.5,764.6,,,
5/11/2021,10:43,PIER,150,YSI Pro2030,4.44,59.8,48.7,31.8,20.8,764.7,,,
5/11/2021,10:43,PIER,200,YSI Pro2030,2.47,33.3,48.8,31.9,20.9,764.7,,,
05/13/2021,9:30,MO1,Bottom,YSI Pro2030,6.86,85.9,42.37,27.3,18.4,766.7,9.66,,almost no wind
05/13/2021,9:30,MO1,Surface,YSI Pro2030,7.98,99.3,42.05,27.1,18.1,766.5,,,
05/13/2021,10:02,PIER,10,YSI Pro2030,8.34,108.5,44.56,28.9,19.9,766.4,10.04,30.0,
05/13/2021,10:02,PIER,50,YSI Pro2030,8.04,104.6,44.91,29.1,19.8,766.3,,,
05/13/2021,10:02,PIER,100,YSI Pro2030,4.97,64.6,45.08,29.2,19.7,766.6,,,
05/13/2021,10:02,PIER,150,YSI Pro2030,3.45,45.8,45.78,29.7,20.6,766.9,,,
05/13/2021,10:02,PIER,200,YSI Pro2030,0.4,5.3,46.5,30.3,20.6,767.1,,,
05/13/2021,10:38,CUL1,Surface,YSI Pro2030,4.92,63.3,47.29,30.8,18.7,767.1,9.45,,
05/13/2021,10:53,VBR1,Bottom,YSI Pro2030,5.56,75.1,51.3,33.8,20.3,766.8,9.93,,
05/13/2021,10:53,VBR1,Surface,YSI Pro2030,6.56,87.5,51.1,33.6,19.7,766.7,,,
05/16/2021,10:52,PIER,10,YSI Pro2030,10.68,138.7,40.66,26.1,20.7,763.9,10.18,32.0,"windy day, sensor malfunction"
05/16/2021,10:52,PIER,50,YSI Pro2030,10.49,135.9,40.46,25.9,20.6,763.7,,,
05/16/2021,10:52,PIER,100,YSI Pro2030,8.2,107.5,41.39,26.6,20.5,763.6,,,
05/16/2021,10:52,PIER,150,YSI Pro2030,,,41.71,26.8,20.5,763.9,,,
05/16/2021,10:52,PIER,200,YSI Pro2030,,,42.18,27.1,20.7,763.9,,,
05/18/2021,10:40,PIER,10,YSI Pro2030,,,43.95,28.4,21.6,762.3,10.01,30.0,
05/18/2021,10:40,PIER,50,YSI Pro2030,,,43.79,28.3,21.1,762.3,,,
05/18/2021,10:40,PIER,100,YSI Pro2030,,,43.43,28.0,20.0,762.4,,,
05/18/2021,10:40,PIER,150,YSI Pro2030,,,44.15,28.6,20.1,762.7,,,
05/18/2021,10:40,PIER,200,YSI Pro2030,,,44.56,28.9,20.0,762.6,,,
05/20/2021,9:40,MO1,Bottom,YSI Pro2030,,,31.39,19.6,19.2,760.5,9.81,,
05/20/2021,9:40,MO1,Surface,YSI Pro2030,,,31.07,19.4,19.2,760.8,,,
05/20/2021,10:10,PIER,10,YSI Pro2030,,,37.67,23.9,21.2,758.9,9.9,30.0,windy day
05/20/2021,10:10,PIER,50,YSI Pro2030,,,37.13,23.6,21.1,760.0,,,
05/20/2021,10:10,PIER,100,YSI Pro2030,,,36.87,23.4,20.9,760.4,,,
05/20/2021,10:10,PIER,150,YSI Pro2030,,,37.07,23.5,20.3,760.6,,,
05/20/2021,10:10,PIER,200,YSI Pro2030,,,36.55,23.1,21.1,760.8,,,
05/20/2021,10:40,CUL1,Surface,YSI Pro2030,,,39.21,25.0,18.7,760.8,9.49,,
05/20/2021,10:55,VBR1,Bottom,YSI Pro2030,,,36.87,23.4,20.9,760.1,9.83,,
05/20/2021,10:55,VBR1,Surface,YSI Pro2030,,,42.98,27.7,24.0,759.1,,,
07/20/2022,9:30,MO1,Surface,YSI Pro2030,7.43,106.7,50.8,52.2,23.6,764.2,9.33,,
07/20/2022,9:30,MO1,Bottom,YSI Pro2030,6.45,103.4,74.8,76.8,23.6,764.0,,,
07/20/2022,10:00,PIER,10,YSI Pro2030,4.84,83.4,92.3,92.6,24.9,763.2,9.32,35.0,
07/20/2022,10:00,PIER,50,YSI Pro2030,4.04,70.9,91.8,92.5,24.6,763.2,,,
07/20/2022,10:00,PIER,100,YSI Pro2030,2.03,36.1,94.0,93.9,25.0,763.2,,,
07/20/2022,10:00,PIER,150,YSI Pro2030,1.83,31.9,92.2,94.2,23.9,763.0,,,
07/20/2022,10:00,PIER,200,YSI Pro2030,0.95,16.5,91.9,94.2,23.7,762.8,,,
07/20/2022,10:20,CUL1,Surface,YSI Pro2030,,25.6,122.3,131.5,21.3,762.1,8.5,,
07/20/2022,10:37,VBR1,Surface,YSI Pro2030,,81.9,117.8,120.2,23.9,761.9,8.89,,
07/20/2022,10:37,VBR1,Bottom,YSI Pro2030,,77.1,131.5,124.0,28.2,761.9,9.15,40.0,
07/23/2022,10:06,PIER,10,YSI Pro2030,4.94,88.6,95.3,94.6,25.4,760.3,,,
07/23/2022,10:06,PIER,50,YSI Pro2030,4.86,87.0,95.2,94.8,25.2,760.3,,,
07/23/2022,10:06,PIER,100,YSI Pro2030,3.03,53.9,94.7,95.2,24.7,760.3,,,
07/23/2022,10:06,PIER,150,YSI Pro2030,2.55,45.5,95.7,96.6,24.5,760.3,,,
07/23/2022,10:06,PIER,200,YSI Pro2030,2.48,44.1,95.4,96.6,24.3,760.4,,,
08/03/2022,9:20,MO1,Surface,YSI Pro2030,5.86,87.6,60.7,62.8,23.2,761.0,9.5,,
08/03/2022,9:20,MO1,Bottom,YSI Pro2030,5.89,88.2,60.9,63.0,23.2,761.1,,,
08/03/2022,9:45,PIER,10,YSI Pro2030,,77.7,100.4,100.2,25.1,759.4,9.23,35.0,
08/03/2022,9:45,PIER,50,YSI Pro2030,,73.6,100.3,100.6,24.8,759.5,,,
08/03/2022,9:45,PIER,100,YSI Pro2030,,40.1,99.3,100.6,24.3,759.6,,,
